所属天/单元,单词,词性及中文释义
第12天 Unit 3 Lesson 4,stripe,n.条纹;线条
第12天 Unit 3 Lesson 4,tear,v.撕裂;扯破 n.眼泪
第12天 Unit 3 Lesson 4,contrast,"n.明显的差异;对比,对照 v.对比,对照"
第12天 Unit 3 Lesson 4,contrary,"adj.相对立的,相反的 n.相反的事实(或情况)"
第12天 Unit 3 Lesson 4,strategy,n.策略;策划;战略
第12天 Unit 3 Lesson 4,*strategic,adj.战略性的;战略上的
第12天 Unit 3 Lesson 4,burst,v.(使)爆裂;突然出现 n.突发;爆裂
第12天 Unit 3 Lesson 4,explode,v.爆炸;爆发;激增
第12天 Unit 3 Lesson 4,*explosion,n.爆炸;激增
第12天 Unit 3 Lesson 4,*explosive,"adj.能引起爆炸的 n.爆炸物,炸药"
第12天 Unit 3 Lesson 4,exploit,"v.利用;剥削;开发,开采"
第12天 Unit 3 Lesson 4,explore,v.勘查;探索;探究
第12天 Unit 3 Lesson 4,*explorer,n.探险家;探测器
第12天 Unit 3 Lesson 4,*exploration,n.探索;勘察
第12天 Unit 3 Lesson 4,stage,n.舞台;时期;阶段
第12天 Unit 3 Lesson 4,phase,n.(发展变化的)阶段;时期
第12天 Unit 3 Lesson 4,damage,"v.损害,毁坏 n.损坏;损害"
第12天 Unit 3 Lesson 4,wet,"adj.潮的,湿的,潮湿的 v.使潮湿"
第12天 Unit 3 Lesson 4,moisture,"n.水分;潮湿,水汽;潮气"
第12天 Unit 3 Lesson 4,*moist,"adj.潮湿的,湿润的"
第12天 Unit 3 Lesson 4,dry,adj.干的;干燥的 v.(使)变干
第12天 Unit 3 Lesson 4,*drought,n.干旱;旱灾
第12天 Unit 3 Lesson 4,image,n.画像;形象;印象;声誉
第12天 Unit 3 Lesson 4,*imaging,n.成像
第12天 Unit 3 Lesson 4,imagine,v.想象;设想;猜测
第12天 Unit 3 Lesson 4,*imagination,n.想象(力);幻觉
第12天 Unit 3 Lesson 4,*imaginary,"adj.想象的,虚构的"
第12天 Unit 3 Lesson 4,mend,v.修补;缝补
第12天 Unit 3 Lesson 4,cotton,n.棉花;棉布;棉线
第12天 Unit 3 Lesson 4,silk,"n.丝,蚕丝;丝绸,丝织物"
第12天 Unit 3 Lesson 4,fur,"n.毛,毛皮;毛皮衣服"
第12天 Unit 3 Lesson 4,furniture,n.家具
第12天 Unit 3 Lesson 4,gold,n.金;黄金制品;金牌;金色 adj.金色的
第12天 Unit 3 Lesson 4,*golden,adj.金色的;金(质)的;美好的
第12天 Unit 3 Lesson 4,metal,n.金属;金属制品
第12天 Unit 3 Lesson 4,china,"n.瓷;瓷器,瓷制品"
第13天 Unit 4 Lesson 1,,
第13天 Unit 4 Lesson 1,error,"n.错误,差错,谬误"
第13天 Unit 4 Lesson 1,bug,n.虫子;小病;计算机故障
第13天 Unit 4 Lesson 1,insect,n.昆虫
第13天 Unit 4 Lesson 1,fault,n.缺点;过错;责任;故障
第13天 Unit 4 Lesson 1,comfort,n.舒适;安慰 v.安慰
第13天 Unit 4 Lesson 1,comfortable,adj.令人舒服的;令人舒适的;自在的
第13天 Unit 4 Lesson 1,*uncomfortable,adj.令人不舒适的;令人不舒适的;不安的
第13天 Unit 4 Lesson 1,effort,n.努力;费力的事;试图
第13天 Unit 4 Lesson 1,trial,n.试验;试用;审判 v.测试
第13天 Unit 4 Lesson 1,lab,n.实验室
第13天 Unit 4 Lesson 1,accomplish,v.完成;达到;实现
第13天 Unit 4 Lesson 1,*accomplishment,n.成就;完成
第13天 Unit 4 Lesson 1,achieve,v.达到;实现;成功
第13天 Unit 4 Lesson 1,achievement,n.成就;功绩;达到
第13天 Unit 4 Lesson 1,fulfil(l),v.实现;履行
第13天 Unit 4 Lesson 1,*fulfil(l)ment,n.成就感;实现
第13天 Unit 4 Lesson 1,full,adj.充满的;大量的;饱的;完全的
第13天 Unit 4 Lesson 1,fill,"v.(使)充满,填满;满足 n.填满……的量"
第13天 Unit 4 Lesson 1,empty,adj.空的;空虚的 v.使变空
第13天 Unit 4 Lesson 1,gain,"v.获得;增加;受益 n.增加;好处,收益"
第13天 Unit 4 Lesson 1,pain,"n.疼痛;苦恼,烦恼 v.使痛苦,使苦恼"
第13天 Unit 4 Lesson 1,*painful,"adj.令人痛苦的,令人疼痛的"
第13天 Unit 4 Lesson 1,ache,n./v.疼痛
第13天 Unit 4 Lesson 1,ambition,n.追求的目标;夙愿;野心;雄心;志向
第13天 Unit 4 Lesson 1,*ambitious,adj.有野心的;费力的;耗时的
第13天 Unit 4 Lesson 1,dream,v.做梦;梦想 n.梦;梦想;梦幻
第13天 Unit 4 Lesson 1,realise/-ize,v.实现;理解;认识到
第13天 Unit 4 Lesson 1,*realisation/-ization,"n.认识,领会,领悟;实现"
第13天 Unit 4 Lesson 1,realistic,adj.现实的;实际的;明智的;逼真的
第13天 Unit 4 Lesson 1,reality,n.现实;事实
第13天 Unit 4 Lesson 1,pursue,v.追求;追赶;致力于;执行;贯彻
第13天 Unit 4 Lesson 1,*pursuit,n.追求;追赶;消遣
第13天 Unit 4 Lesson 1,purchase,v.购买;采购
第13天 Unit 4 Lesson 1,equal,adj.相同的;平等的 v.等于;比得上 n.相等物
第13天 Unit 4 Lesson 1,*equally,"adv.平等地;相等地,均等地"
第13天 Unit 4 Lesson 1,equality,n.平等;相等
第13天 Unit 4 Lesson 1,adequate,adj.足够的;充足的;合格的
第13天 Unit 4 Lesson 1,*inadequate,adj.不够的;不充足的
第13天 Unit 4 Lesson 1,equivalent,"n.相等的东西;等量 adj.相等的,相同的"
第13天 Unit 4 Lesson 1,part,n.部分;片段;成员;成分 v.分别 adv.部分地
第13天 Unit 4 Lesson 1,party,"n.聚会,派对;政党,党派;当事人,一方"
第13天 Unit 4 Lesson 1,partial,"adj.部分的,局部的;偏袒的"
第13天 Unit 4 Lesson 1,*impartial,"adj.公正的,不偏不倚的"
第13天 Unit 4 Lesson 1,neutral,adj.中立的;持平的;中性的 n.中立者;中立国
第13天 Unit 4 Lesson 1,*neutralise/-ize,v.使无效;中和;使中立
第13天 Unit 4 Lesson 1,apart,"adv.相隔地,分开地 adj.分离的,隔离的"
第13天 Unit 4 Lesson 1,apartment,n.公寓套房;房间
第13天 Unit 4 Lesson 1,department,n.部门;院系
第13天 Unit 4 Lesson 1,depart,"v.离开,出发;离职"
第13天 Unit 4 Lesson 1,*departure,n.离开;背离
第13天 Unit 4 Lesson 1,quit,v.离开;停止做;离职
第13天 Unit 4 Lesson 1,leave,v.离开;忘带;让……处于 n.假期
第13天 Unit 4 Lesson 1,leaf,"n.叶子;(书籍等的)张,页;金属薄片"
第13天 Unit 4 Lesson 1,fall,"v.落下;跌倒;下降;变成 n.落下,跌落;下降;秋天"
第13天 Unit 4 Lesson 1,hall,n.门厅;礼堂;大厅
第13天 Unit 4 Lesson 1,portion,n.部分;一份 v.把……分成若干份(或部分)
第13天 Unit 4 Lesson 1,proportion,n.部分;份额;比例;面积
第13天 Unit 4 Lesson 1,quarter,n.四分之一;季度;十五分钟 v.分为四份
第13天 Unit 4 Lesson 1,per,cent n.百分之…… adj./adv.每一百中
第13天 Unit 4 Lesson 1,percentage,n.百分率
第13天 Unit 4 Lesson 1,million,num.百万
第13天 Unit 4 Lesson 1,billion,num.十亿
第14天 Unit 4 Lesson 2,,
第14天 Unit 4 Lesson 2,gene,n.基因
第14天 Unit 4 Lesson 2,genetic,adj.基因的;遗传学的
第14天 Unit 4 Lesson 2,general,adj.普遍的;普通的;一般的 n.将军
第14天 Unit 4 Lesson 2,*generally,adv.普遍地;一般地;通常地
第14天 Unit 4 Lesson 2,average,adj.平均的;普通的;正常的 n.平均数;平均水平
第14天 Unit 4 Lesson 2,common,adj.常见的;普遍的;共有的
第14天 Unit 4 Lesson 2,ordinary,"adj.普通的;平凡的;平庸的,平淡无奇的"
第14天 Unit 4 Lesson 2,coordinate,v.(使)协调;搭配
第14天 Unit 4 Lesson 2,generate,v.产生;引起
第14天 Unit 4 Lesson 2,generation,"n.一代,一代人;产生"
第14天 Unit 4 Lesson 2,inherit,v.继承;经遗传获得;接替
第14天 Unit 4 Lesson 2,inherent,"adj.内在的,固有的"
第14天 Unit 4 Lesson 2,heritage,n.遗产
第14天 Unit 4 Lesson 2,generous,"adj.慷慨的,大方的;丰富的"
第14天 Unit 4 Lesson 2,grocery,n.食品杂货店
第14天 Unit 4 Lesson 2,territory,"n.领土,领地;领域,范围"
第14天 Unit 4 Lesson 2,nursery,"n.托儿所,幼儿园;儿童房;婴儿室"
第14天 Unit 4 Lesson 2,gallery,"n.美术馆,画廊"
第14天 Unit 4 Lesson 2,scenery,"n.风景,景色"
第14天 Unit 4 Lesson 2,scene,"n.景色;场面,情景;地点,现场"
第14天 Unit 4 Lesson 2,*scenic,adj.风景优美的
第14天 Unit 4 Lesson 2,wander,"v.漫游,闲逛"
第14天 Unit 4 Lesson 2,idle,v.虚度;闲逛 adj.懒惰的;无所事事的;闲散的
第14天 Unit 4 Lesson 2,rise,"n.上涨,提高;增强 v.上升;提高;升起;起身"
第14天 Unit 4 Lesson 2,arise,v.出现;(由……)引起;起来
第14天 Unit 4 Lesson 2,arouse,v.引起;唤醒
第14天 Unit 4 Lesson 2,raise,v.举起;提高;引起;提出;抚养 n.加薪
第14天 Unit 4 Lesson 2,set,"v.落下;放,置;树立 n.一组,一套"
第14天 Unit 4 Lesson 2,dawn,n.黎明;开端 v.破晓;开始
第14天 Unit 4 Lesson 2,evoke,"v.引起,唤起(感情、记忆或形象)"
第14天 Unit 4 Lesson 2,foster,"v.培养,促进;抚育,照料"
第14天 Unit 4 Lesson 2,breed,"v.饲养,繁殖;培养,养育"
第14天 Unit 4 Lesson 2,feed,v.喂养;供给;养活
第14天 Unit 4 Lesson 2,*feedback,n.反馈(意见或信息)
第14天 Unit 4 Lesson 2,cultivate,"v.培育,培养;开垦,耕作"
第14天 Unit 4 Lesson 2,praise,"v./n.表扬,称赞"
第14天 Unit 4 Lesson 2,comprise,v.包括;由……组成
第14天 Unit 4 Lesson 2,applause,"n.掌声;鼓掌,喝彩"
第14天 Unit 4 Lesson 2,prize,"n.奖品;奖金 v.珍视,高度重视"
第14天 Unit 4 Lesson 2,enterprise,n.企业;事业
第14天 Unit 4 Lesson 2,*enterprising,adj.有事业心的;有进取心的;有创业精神的
第14天 Unit 4 Lesson 2,medal,"n.奖牌,奖章;勋章"
第14天 Unit 4 Lesson 2,award,"v.授予;给予奖励 n.奖金,奖品"
第14天 Unit 4 Lesson 2,reward,n.报酬;回报 v.奖励;奖赏
第14天 Unit 4 Lesson 2,blame,"v.责备,责怪 n.责备;责任"
第14天 Unit 4 Lesson 2,quarrel,"v./n.吵架,争吵"
第14天 Unit 4 Lesson 2,scold,"v.责骂,训斥"
第14天 Unit 4 Lesson 2,accuse,"v.控诉,控告;谴责"
第14天 Unit 4 Lesson 2,*accusation,"n.控告,指控;谴责"
第14天 Unit 4 Lesson 2,journey,n.(尤指长途)旅行;历程
第14天 Unit 4 Lesson 2,tour,"n.旅行,观光 v.在……旅游;在……巡回演出"
第14天 Unit 4 Lesson 2,*tourist,"n.旅游者,观光者,游客"
第14天 Unit 4 Lesson 2,*tourism,n.旅游业;旅游观光
第14天 Unit 4 Lesson 2,vacation,n.度假;假期 v.度假;休假
第14天 Unit 4 Lesson 2,vocation,"n.工作,职业;生活方式"
第14天 Unit 4 Lesson 2,*vocational,adj.职业的;业务知识的
第14天 Unit 4 Lesson 2,trip,"n.旅游,旅行"
第14天 Unit 4 Lesson 2,sight,n.视力;看见;视野;景象 v.看见;发现
第14天 Unit 4 Lesson 2,sightseeing,"n.观光,游览"
第14天 Unit 4 Lesson 2,eyesight,"n.视力,视野"
第14天 Unit 4 Lesson 2,insight,"n.洞察力,领悟,洞悉;了解"
第14天 Unit 4 Lesson 2,hear,"v.听见,听到;听说,得知"
第14天 Unit 4 Lesson 2,blind,"adj.失明的;视而不见的,盲目的 v.使失明"
第14天 Unit 4 Lesson 2,deaf,adj.聋的;失聪的;对……充耳不闻的
第15天 Unit 4 Lesson 3,,
第15天 Unit 4 Lesson 3,prove,"v.证明,证实;显示"
第15天 Unit 4 Lesson 3,approve,"v.批准;赞成,同意;认可"
第15天 Unit 4 Lesson 3,*approval,n.赞成;批准
第15天 Unit 4 Lesson 3,disapprove,"v.反对,否决"
第15天 Unit 4 Lesson 3,agree,"v.同意,赞成;与……一致;商定"
第15天 Unit 4 Lesson 3,*agreement,"n.同意,一致;协议,合同"
第15天 Unit 4 Lesson 3,disagree,"v.不同意,有分歧;不一致"
第15天 Unit 4 Lesson 3,proof,"n.证据,证明"
第15天 Unit 4 Lesson 3,improve,v.改进;改善
第15天 Unit 4 Lesson 3,*improvement,n.改进;改善
第15天 Unit 4 Lesson 3,enhance,v.提高;增强
第15天 Unit 4 Lesson 3,further,"adj.更多的;更进一步的 adv.较远,更远 v.促进"
第15天 Unit 4 Lesson 3,grow,v.种植;(使)生长;长大;扩大;增加;渐渐变得
第15天 Unit 4 Lesson 3,*growth,n.生长;长成;增加
第15天 Unit 4 Lesson 3,elevate,"v.提高,使升高;抬起;晋升;使情绪高昂"
第15天 Unit 4 Lesson 3,elevator,n.电梯
第15天 Unit 4 Lesson 3,lift,n.电梯;提;上升;搭便车 v.(被)举起;鼓舞
第15天 Unit 4 Lesson 3,obvious,"adj.明显的,显然的;平淡无奇的"
第15天 Unit 4 Lesson 3,*obviously,"adv.显然,明显地"
第15天 Unit 4 Lesson 3,apparent,adj.显然的;表面上的;貌似的
第15天 Unit 4 Lesson 3,*apparently,adv.看来;显然
第15天 Unit 4 Lesson 3,transparent,"adj.透明的;易看穿的,易懂的"
第15天 Unit 4 Lesson 3,evident,adj.明显的;明白的
第15天 Unit 4 Lesson 3,*evidently,"adv.明显地,显然地"
第15天 Unit 4 Lesson 3,evidence,"n.证据;(法庭)证物,证词"
第15天 Unit 4 Lesson 3,assist,v.帮助;协助;援助
第15天 Unit 4 Lesson 3,*assistance,"n.帮助,援助"
第15天 Unit 4 Lesson 3,assistant,n.助手;店员;售货员
第15天 Unit 4 Lesson 3,aid,"v./n.帮助,援助"
第15天 Unit 4 Lesson 3,insist,v.坚持;坚持;坚决要求
第15天 Unit 4 Lesson 3,persist,v.坚持;继续存在
第15天 Unit 4 Lesson 3,*persistent,adj.坚持不懈的;持续的
第15天 Unit 4 Lesson 3,resist,v.抵抗;抵制;阻挡
第15天 Unit 4 Lesson 3,*resistant,adj.抵抗的;抗……的
第15天 Unit 4 Lesson 3,resistance,n.反对;抵制;反抗
第15天 Unit 4 Lesson 3,consist,"v.由……组成,构成"
第15天 Unit 4 Lesson 3,consistent,"adj.一贯的,一致的;连续的"
第15天 Unit 4 Lesson 3,*consistently,"adv.一致地,一贯地"
第15天 Unit 4 Lesson 3,*inconsistent,adj.不一致的
第15天 Unit 4 Lesson 3,ongoing,"adj.继续进行的,不断发展的"
第15天 Unit 4 Lesson 3,instant,"n.瞬间,顷刻 adj.立即的;迅速的"
第15天 Unit 4 Lesson 3,*instantly,"adv.立刻地,马上地"
第15天 Unit 4 Lesson 3,instance,"n.例子,实例 v.举……为例"
第15天 Unit 4 Lesson 3,sample,n.样品;样本 v.抽样调查
第15天 Unit 4 Lesson 3,quote,v.引用;引述 n.引语;引文
第15天 Unit 4 Lesson 3,*quotation,"n.引语,引文;引用,引述"
第15天 Unit 4 Lesson 3,constant,"adj.不断的;重复的;固定的,不变的"
第15天 Unit 4 Lesson 3,*constantly,adv.连续不断地
第15天 Unit 4 Lesson 3,distant,adj.有距离的;遥远的;不同的
第15天 Unit 4 Lesson 3,distance,"n.距离;远处,远方"
第15天 Unit 4 Lesson 3,substance,n.物质;实质;主旨
第15天 Unit 4 Lesson 3,*substantial,adj.大量的;牢固的
第15天 Unit 4 Lesson 3,standard,"n.标准,水平 adj.标准的"
第15天 Unit 4 Lesson 3,*standardise/-ize,v.使标准化;使符合标准
第15天 Unit 4 Lesson 3,*standardisation/-ization,n.标准化;统一化
第15天 Unit 4 Lesson 3,substitute,"n.替代品;替代者 v.(以……)代替,取代"
第15天 Unit 4 Lesson 3,institute,n.学院;学会;协会
第15天 Unit 4 Lesson 3,institution,n.机构;制度
第15天 Unit 4 Lesson 3,constitution,n.宪法;章程
第15天 Unit 4 Lesson 3,*constitute,"v.构成,组成;设立"
第15天 Unit 4 Lesson 3,situation,n.形势;情况;局面
第15天 Unit 4 Lesson 3,object,"n.对象;物品,东西 v.反对"
第15天 Unit 4 Lesson 3,*objection,n.反对(的理由);异议
第15天 Unit 4 Lesson 3,*objective,adj.客观的 n.目的;目标
第15天 Unit 4 Lesson 3,inject,v.(给……)注射(药物等);投入
第15天 Unit 4 Lesson 3,*injection,n.注射;大量资金的投入;注入
第15天 Unit 4 Lesson 3,against,"prep.反对,逆;违反;紧靠"
第15天 Unit 4 Lesson 3,subject,n.主题;科目 v.使屈服;使服从
第15天 Unit 4 Lesson 3,project,"n.计划,方案;项目"
第15天 Unit 4 Lesson 3,reject,v.拒绝;排斥
第15天 Unit 4 Lesson 3,refuse,"v.拒绝,回绝"
第15天 Unit 4 Lesson 3,deny,v.否认;拒绝
第15天 Unit 4 Lesson 3,confuse,v.使迷惑;使糊涂;混淆
第15天 Unit 4 Lesson 3,*confusion,n.不确定;困惑;混淆
第15天 Unit 4 Lesson 3,cast,v.投;抛;投射(光等) n.投;抛;全体演员
第16天 Unit 4 Lesson 4,,
第16天 Unit 4 Lesson 4,suffer,"v.(因疾病、痛苦等)受苦,受折磨;遭受,忍受"
第16天 Unit 4 Lesson 4,*suffering,n.疼痛;痛苦;折磨
第16天 Unit 4 Lesson 4,endure,v.忍受;持续
第16天 Unit 4 Lesson 4,*endurance,"n.忍耐力,耐久力"
第16天 Unit 4 Lesson 4,tolerate,v.容忍;忍受;容许
第16天 Unit 4 Lesson 4,*tolerant,adj.容忍的;宽容的
第16天 Unit 4 Lesson 4,tolerance,n.容忍;宽容
第16天 Unit 4 Lesson 4,infer,v.推测;推论
第16天 Unit 4 Lesson 4,*inference,n.推断;推理;推论
第16天 Unit 4 Lesson 4,differ,"v.不同,相异"
第16天 Unit 4 Lesson 4,different,"adj.不同的,有差异的"
第16天 Unit 4 Lesson 4,difference,"n.差别,不同;变化"
第16天 Unit 4 Lesson 4,conference,"n.会议,商讨会"
第16天 Unit 4 Lesson 4,fertile,adj.肥沃的;能结果的
第16天 Unit 4 Lesson 4,*fertiliser/-izer,"n.肥料,化肥"
第16天 Unit 4 Lesson 4,field,n.田;地;领域;实地;野外
第16天 Unit 4 Lesson 4,prefer,v.更喜欢
第16天 Unit 4 Lesson 4,*preferable,adj.更可取的;较合适的
第16天 Unit 4 Lesson 4,preference,n.偏好;爱好
第16天 Unit 4 Lesson 4,refer,v.提到;涉及
第16天 Unit 4 Lesson 4,reference,n.提及;参考;查询
第16天 Unit 4 Lesson 4,consult,v.咨询;查阅
第16天 Unit 4 Lesson 4,*consultant,n.顾问
第16天 Unit 4 Lesson 4,insult,n.辱骂;侮辱;冒犯 v.侮辱;冒犯
第16天 Unit 4 Lesson 4,mention,"v./n.提及,说起"
第16天 Unit 4 Lesson 4,dimension,n.维度;范围;规模;尺寸
第16天 Unit 4 Lesson 4,column,"n.柱,圆柱;专栏"
第16天 Unit 4 Lesson 4,dim,"adj.昏暗的;朦胧的;模糊的,不清楚的"
第16天 Unit 4 Lesson 4,district,"n.区;地区,区域"
第16天 Unit 4 Lesson 4,area,n.地区;区域;领域;面积
第16天 Unit 4 Lesson 4,goal,n.目标;球门;进球得分
第16天 Unit 4 Lesson 4,target,n.目标 v.以……为目标;瞄准
第16天 Unit 4 Lesson 4,aim,"n.目标,目的;瞄准 v.目的是;旨在;瞄准"
第16天 Unit 4 Lesson 4,destination,"n.目的地,终点"
第16天 Unit 4 Lesson 4,post,"n.邮政;邮件;职位,岗位 v.邮寄;张贴"
第16天 Unit 4 Lesson 4,*poster,n.招贴画;海报
第16天 Unit 4 Lesson 4,*postman,n.邮递员;邮差
第16天 Unit 4 Lesson 4,*postage,n.邮费;邮资
第16天 Unit 4 Lesson 4,*postcard,n.明信片
第16天 Unit 4 Lesson 4,terminal,n.航站楼;终点站 adj.终点的;晚期的;不治的
第16天 Unit 4 Lesson 4,*terminate,v.(使)终止
第16天 Unit 4 Lesson 4,attempt,"v.尝试,试图 n.试图;努力"
第16天 Unit 4 Lesson 4,temptation,"n.诱惑,引诱"
第16天 Unit 4 Lesson 4,*tempt,"v.引诱,诱惑"
第16天 Unit 4 Lesson 4,delay,n.延期;延误 v.延期;推迟
第16天 Unit 4 Lesson 4,postpone,v.延迟;延期
第16天 Unit 4 Lesson 4,price,n.价格;价钱;代价 v.给……定价
第16天 Unit 4 Lesson 4,precious,adj.珍贵的;珍稀的
第16天 Unit 4 Lesson 4,appreciate,v.重视;欣赏;感激
第16天 Unit 4 Lesson 4,appreciation,n.欣赏;感激
第16天 Unit 4 Lesson 4,treasure,"n.金银财宝,财富;珍宝;心肝宝贝 v.珍惜,珍视"
第16天 Unit 4 Lesson 4,value,"n.价值;用途,积极作用 v.重视;给……估价"
第16天 Unit 4 Lesson 4,valuable,"adj.有价值的,贵重的;很有用的"
第16天 Unit 4 Lesson 4,*invaluable,"adj.极宝贵的,无价的"
第16天 Unit 4 Lesson 4,evaluate,"v.评价,评估"
第16天 Unit 4 Lesson 4,*evaluation,"n.评价,估计"
第16天 Unit 4 Lesson 4,afford,v.买得起;承担得起(后果);提供
第16天 Unit 4 Lesson 4,*affordable,adj.便宜的;买得起的
第16天 Unit 4 Lesson 4,expense,"n.费用,花费"
第16天 Unit 4 Lesson 4,*expensive,adj.昂贵的;价格高的
第16天 Unit 4 Lesson 4,expenditure,"n.支出,花费;消耗"
第16天 Unit 4 Lesson 4,expend,"v.支出,花费;消耗"
第16天 Unit 4 Lesson 4,spend,"v.花费;度过,消磨(时光);用尽,消耗"
第16天 Unit 4 Lesson 4,*spending,"n.开支,花销"
第16天 Unit 4 Lesson 4,expand,"v.扩大;增加;扩展,发展"
第16天 Unit 4 Lesson 4,*expansion,"n.扩大,扩张;扩展"
第16天 Unit 4 Lesson 4,*expansive,adj.广阔的;辽阔的;浩瀚的;广泛的
第16天 Unit 4 Lesson 4,worth,adj.值……钱;值得 n.价值
第16天 Unit 4 Lesson 4,*worthy,adj.值得……的
第16天 Unit 4 Lesson 4,worthless,"adj.无价值的,无用的"
第16天 Unit 4 Lesson 4,worthwhile,adj.值得的;值得花时间(或花钱、努力等)的
第16天 Unit 4 Lesson 4,cost,"v.花费,价钱为;使丧失 n.费用;代价;成本"
第16天 Unit 4 Lesson 4,*costly,adj.昂贵的
第17天 Unit 5 Lesson 1,,
第17天 Unit 5 Lesson 1,tend,v.趋向于;往往会
第17天 Unit 5 Lesson 1,tendency,n.倾向;趋势
第17天 Unit 5 Lesson 1,trend,n.倾向;趋势
第17天 Unit 5 Lesson 1,extend,v.延长;伸出;延伸;伸展
第17天 Unit 5 Lesson 1,*extensive,adj.广阔的;大量的;广泛的
第17天 Unit 5 Lesson 1,extension,"n.扩大;延长,延伸;延期,延长期"
第17天 Unit 5 Lesson 1,extended,adj.延长了的;扩展了的
第17天 Unit 5 Lesson 1,extent,n.程度;范围
第17天 Unit 5 Lesson 1,stretch,v.伸展;伸出;延伸 n.伸展
第17天 Unit 5 Lesson 1,intend,"v.打算,想要;意指"
第17天 Unit 5 Lesson 1,intention,"n.打算,意图,目的"
第17天 Unit 5 Lesson 1,pretend,"v.假装,佯装;装扮"
第17天 Unit 5 Lesson 1,attend,"v.出席,参加;照顾;注意,专心"
第17天 Unit 5 Lesson 1,*attendant,n.随从;服务员 adj.伴随的
第17天 Unit 5 Lesson 1,*attendance,"n.出席,参加"
第17天 Unit 5 Lesson 1,participate,"v.参加,参与"
第17天 Unit 5 Lesson 1,*participant,n.参与者
第17天 Unit 5 Lesson 1,participation,"n.参加,参与"
第17天 Unit 5 Lesson 1,anticipate,v.期望;预料;预计
第17天 Unit 5 Lesson 1,*anticipation,n.预期;预料
第17天 Unit 5 Lesson 1,posture,"n.姿势;态度,立场"
第17天 Unit 5 Lesson 1,position,n.位置;处境;地位 v.使处于;安置
第17天 Unit 5 Lesson 1,expose,v.暴露;揭露;使接触
第17天 Unit 5 Lesson 1,*exposure,n.暴露;揭发;亮相
第17天 Unit 5 Lesson 1,compose,"v.组成,构成;作曲;撰写"
第17天 Unit 5 Lesson 1,*composer,n.作曲家;创作者
第17天 Unit 5 Lesson 1,component,n.组成部分;成分
第17天 Unit 5 Lesson 1,composition,"n.成分,构成;作文;作品;作曲"
第17天 Unit 5 Lesson 1,dispose,v.布置;排列;安排;处理;使倾向于
第17天 Unit 5 Lesson 1,deposit,n.押金;存款;沉积物 v.放下;寄放
第17天 Unit 5 Lesson 1,suppose,v.假设;认为;推断
第17天 Unit 5 Lesson 1,oppose,"v.反对,对抗"
第17天 Unit 5 Lesson 1,*opposition,n.(强烈的)反对
第17天 Unit 5 Lesson 1,opponent,"n.对手,竞争者"
第17天 Unit 5 Lesson 1,opposite,"adj.相反的,不同的;对面的"
第17天 Unit 5 Lesson 1,impose,v.将……强加于;强制实行;勉强
第17天 Unit 5 Lesson 1,tax,"n.税,税款 v.征税"
第17天 Unit 5 Lesson 1,purpose,n.意图;目的
第17天 Unit 5 Lesson 1,positive,"adj.乐观的,积极的;良好的;阳性的"
第17天 Unit 5 Lesson 1,optimistic,adj.乐观(主义)的
第17天 Unit 5 Lesson 1,*optimism,n.乐观;乐观主义
第17天 Unit 5 Lesson 1,negative,"adj.消极的,负面的;否定的;有害的"
第17天 Unit 5 Lesson 1,neglect,"n./v.忽略,忽视"
第17天 Unit 5 Lesson 1,ignore,v.忽视;不予理睬
第17天 Unit 5 Lesson 1,*ignorance,n.无知
第17天 Unit 5 Lesson 1,*ignorant,adj.无知的;粗鲁的
第17天 Unit 5 Lesson 1,passive,adj.被动的;消极的
第17天 Unit 5 Lesson 1,passion,"n.激情,热情;酷爱"
第17天 Unit 5 Lesson 1,passionate,"adj.热情的,情绪激昂的"
第17天 Unit 5 Lesson 1,enthusiasm,n.热情;热忱;热心
第17天 Unit 5 Lesson 1,enthusiastic,"adj.热情的,热心的"
第17天 Unit 5 Lesson 1,propose,"v.提议,建议;计划;求婚"
第17天 Unit 5 Lesson 1,*proposal,"n.提议,建议;求婚"
第17天 Unit 5 Lesson 1,suggest,v.建议;推荐;表明;暗示
第17天 Unit 5 Lesson 1,*suggestion,n.建议;暗示;迹象
第17天 Unit 5 Lesson 1,advice,"n.劝告,忠告;建议"
第17天 Unit 5 Lesson 1,advise,"v.劝告,忠告;建议"
第17天 Unit 5 Lesson 1,*advisor/-ser,n.顾问;忠告者
第17天 Unit 5 Lesson 1,*advisable,"adj.可取的,明智的"
第17天 Unit 5 Lesson 1,recommend,v.推荐;介绍;劝告;建议
第17天 Unit 5 Lesson 1,*recommendation,"n.正式建议,提议;推荐;介绍;推荐信"
第18天 Unit 5 Lesson 2,,
第18天 Unit 5 Lesson 2,baggage,n.行李
第18天 Unit 5 Lesson 2,luggage,n.行李(箱)
第18天 Unit 5 Lesson 2,package,n.小包;包裹 v.把……包装好;包装成
第18天 Unit 5 Lesson 2,pack,"v.打包;收拾(行李) n.纸包,纸盒;一捆"
第18天 Unit 5 Lesson 2,packet,n.(商品的)小包装纸袋;(邮政)小件包裹
第18天 Unit 5 Lesson 2,parcel,n.包裹;小包 v.包;打包
第18天 Unit 5 Lesson 2,genuine,adj.真(正)的;真诚的
第18天 Unit 5 Lesson 2,*genuinely,adv.真(正)地;真诚地;真心地
第18天 Unit 5 Lesson 2,truly,"adv.真诚地,诚恳地;准确地;确实地"
第18天 Unit 5 Lesson 2,truth,"n.事实,真相,实情;真理"
